"pt","num"
"#PEC55 Ocupação na Escola Martins Júnior chega ao 6° dia, neste domingo (13). #Resistência https://t.co/zvcdgEL6He",1
"Que salário??? Estou falando da Pec55 que visa organizar as contas do Brasil que o PT quebrou... https://t.co/IeyL1PAZY1",1
"@vanessasenadora @maurialexandrin a #PEC55 é bem essa: congelar saúde e educação pra seguir salvando os bancos: https://t.co/gKB1zmlqnV",1
"falaae seus pec55",1
"Não a Reforma do Ensino Médio, a Escola Sem Partido, a PEC55 e a todo o retrocesso. #Desobedeça #OcuparEresistir https://t.co/t9jhKcEx4L",1
"RT @TheInterceptBr: Os atos contra a PEC55 (teto dos gastos) acontecem nesta manhã e foram convocados por centrais sindicais e movimentos s…",1
"Confira os destaques do nosso informe digital 'Lobotomia e Comunicação' ! https://t.co/qQ4XPk5mb2 #pec55",1
"RT @Alex_Ramaldes: #NaoAguentoGenteQue em meio a uma #PEC55 Fica aí falando de show de Justin Bieber e #shawnmendes 
https://t.co/K6o50H7uTg",1
"#NaoAguentoGenteQue em meio a uma #PEC55 Fica aí falando de show de Justin Bieber e #shawnmendes 
https://t.co/K6o50H7uTg",1
"RT @camp_educacao: #PEC55 #PEC241
Políticas sociais do Brasil têm superávit, defendem especialistas

O coordenador da Campanha... https://t…",1
"Police beat up a photographer  in #RiodeJaneiro  #PEC55 https://t.co/yse2lp35Xi",1
"#vomitaço #ForaTemer #PEC55 https://t.co/Sl5xrmc2Ql",1
"RT @Castro2Monica: @purassih @bigodesdegata dia 13/12, quando o Senado for votar a Pec55, o AI5 faz 48 anos.",1
"Olha a globo passando comercial sobre as coisas boas da #pec55
eu não aguento!",1
"#jn #Golpista #PEC55 #PECdoFimDoMundo #PEC241 ! #ForaDitador #ForaTemer @MichelTemer #Golpista #DiretasJa #STF… https://t.co/Ve6cprCOWJ",1
"#Golpista #PEC55 #PECdoFimDoMundo #PEC241 ! #ForaDitador #ForaTemer @MichelTemer #Golpista #DiretasJa #STF… https://t.co/xreZmeGQPH",1
"#Golpista #PEC55 #PECdoFimDoMundo #PEC241 ! #ForaDitador #ForaTemer @MichelTemer #Golpista #DiretasJa #STF… https://t.co/6T2b3F0hmG",1
"Secundaristas respondem a Temer dizendo que vão ocupar Brasília e Apeoesp defende desobediência civil contra PEC 55 https://t.co/WpEKvQjWv9",1
"#Golpista #PEC55 #PECdoFimDoMundo #PEC241 ! #jn #jg #ForaDitador #ForaTemer @MichelTemer #Golpista #DiretasJa #STF… https://t.co/Valyv1SKqp",1
"RT @dviesti: Você sabe q a PEC241 agora é PEC55? Fizeram esta alteração por causa do Senado. Não entendo isso, mas agora é PEC55! Espero q…",1
"A #pec55 é tão arcaica que o moleque que faz o comercial tem mullets",1
"RT @mayah_mary: Eu também sou a favor da  #PEC241 que agora será #PEC55 no @Senadofederal. Te admiro mais a cada dia @JMarcelo1000. Obrigad…",1
"#Golpista #PEC55 #PECdoFimDoMundo #PEC241 ! #ForaDitador #ForaTemer @MichelTemer #Golpista #DiretasJa #STF… https://t.co/O3a7Edv1ah",1
"Você sabe q a PEC241 agora é PEC55? Fizeram esta alteração por causa do Senado. Não entendo isso, mas agora é PEC55! Espero q apenas avance!",1
"Se ñ começarem baixar preços d mercadorias c essa PEC55 v ter gente comez a fazer saques ñ supermercados ñ precisa ser economista p enxergar",1
"Se tivéssemos governantes honestos, a PEC 241/55 seria desnecessária.Como não dá pra confiar, que se limite os gastos... #PEC241 #PEC55",1
"RT @ROBERTOSTARCKLE: #Pec55 - Vídeo&gt; https://t.co/bynYEXKUXZ https://t.co/PIgFebYD7R",1
"RT @ROBERTOSTARCKLE: #Pec55 - Vídeo&gt; https://t.co/bynYEXKUXZ https://t.co/asVdQDLCRD",1
"The latest Resumo da TL de Hoje!! https://t.co/oLeU3YLz2G Thanks to @camarada_d #pec55",1
"RT @xandaodalapa: @purassih Leva uma PEC55 no rabo e fica perguntando:\por que,se eu não queria?\\";FALSE;0;NA;2016-11-12 21:05:11;FALSE;NA;\"797545800310161410",1
"RT @Castro2Monica: @berocorreia Por enquanto não mexeram no bolso deles. Falar nisso, dia 13/12 é \\"aniversário\\" do AI5 e votação da Pec55.…",1
"@berocorreia Por enquanto não mexeram no bolso deles. Falar nisso, dia 13/12 é \\"aniversário\\" do AI5 e votação da Pec55. Coincidência?",1
"pq as pessoas querem dividir o país entre \\"coxinhas\\" e \\"petralhas\\"? aí dá essa merda de ter gnt a favor da #PEC55 #PEC241",1
"#PEC55 #NÃO : #FORATEMER https://t.co/j291qRj5hI",1
"#ForaTemer #PEC55 https://t.co/xXKRbsTfWd",1
"RT @cr_edu_integral: O @cr_edu_integral conversou há pouco com a estudante Sarah Jeniffer 17 anos sobre a MP do #EnsinoMédio e #PEC55. http…",1
"@GloboNews Exibe manifestação contra Trump eleito no EUA, e oculta protestos em todo Brasil contra Temer e sua PEC55.A Globo é golpista.",1
"RT @carlastrass: Só vejo pneus queimados.
Pneus são conta a PEC55? https://t.co/QLiIvqloJX",1
"@RomarioOnze Golpista. Vc sabe q. PEC55 e este governo temerário, apoiado por vc, não apoia sociedade inclusiva. Deixa de hipocrisia.",1
"A #PEC55 (antiga PEC 241) não é o único retrocesso do governo golpista de Michel Temer. Saiba mais:… https://t.co/CTWavGn6TA",1
"A #PEC55 (antiga PEC 241) não é o único retrocesso do governo golpista de Michel Temer. Saiba mais:… https://t.co/eBWiHBjE8m",1
"RT @comunicacns: O CNS articulará com os Cons. Estad.  e Munic. de Saúde a mobilização em todos os municípios do país contra a #PEC55.https…",1
"E lá vamos nós torcer para que o Renan Calheiros (PMDB-AL) dê um jeito de engavetar a PEC55 no Senado ou adiar ao m… https://t.co/Oi1NzGb2RA",1
"RT @Josilene_Soares: #PEC55 É INCONSTITUCIONAL
#NÃOÀPEC241
#NÃOÀPEC55",1
"Quando a insatisfação pode virar guerra... DIGA NÃO À PEC55, queremos referendo!",1
"O #Cara recebe #Propina com #ChequeNominal e depois declara q os #Estudantes não sabem o q é #Pec55? #Burro é o #Senhor !
#ForaTemer",1
"RT @CoxinhaGostosa_: Vagabundos que não tem o que fazer, não trabalham e atrapalham quem precisa trabalhar.  Vai ter PEC55 sim.  #AvanteTem…",1
"Só vejo pneus queimados.
Pneus são conta a PEC55? https://t.co/QLiIvqloJX",1
"#Brésil : La police a tabassé un photographe à la manif contre le projet de loi d'austérité dans #RiodeJaneiro..<ed><U+00A0><U+00BD><ed><U+00B8><U+0095>… https://t.co/ts0OrVb4qj",1
"RT @Yarus13: #ForaTemer e leve a #PEC55 com você

Estudantes a Temer: sabemos o que é PEC e vamos 'ocupar tudo' https://t.co/rqqS6BIoXJ htt…",1
"RT @est4cio: A pessoa bota o \\"Em defesa da rede federal\\" no Facebook e chama ocupante de vagabundo, apoiando a a PEC55

Tu não defende nada…",1
"Artistas do #hiphop de POA motivados a participar de um #EVENTO musical em apoio às #OCUPAÇÕES e CONTRA A #PEC55? Contato noisedee@gmail.com",1
"RT @RicaGostosabia: Sei que tem gente que odeia o PT por isso tende a amar da #pec55 (214 na câmara) sem avaliar. E eu adoro essa mulher do…",1
"RT @Grimbow: #CruzeOsBraços Milhares d pessoas foram às ruas do Rio de Janeiro contra a #PecDoFimDoMundo #pec55 
Ft:  Mídia NINJA https://t…",1
"Sei que tem gente que odeia o PT por isso tende a amar da #pec55 (214 na câmara) sem avaliar. E eu adoro essa mulhe… https://t.co/INpUkO71xb",1
"RT @rainhatatiana: Sabe a Pec 241? Agora ela é Pec 55 e passou muito bem #Pec55 https://t.co/PdMpFgeYKH",1
"Professor Juscelino Polonial falando sobre a PEC55 (241). https://t.co/vy4lUfUwjI",1
"A pessoa bota o \\"Em defesa da rede federal\\" no Facebook e chama ocupante de vagabundo, apoiando a a PEC55

Tu não defende nada não, tu é mlk",1
"RT @arcella1717: #Pec55Sim Queremos a aprovação da PEC55 https://t.co/oVf7vy66b7",1
"C/advento PEC55 preparem-se p/investir bilhões em presídios Vamos precisar prq haverão milhões d jovens excluídos d… https://t.co/zLEoyBUiyw",1
"@jornalextra O RJ é um exemplo do que pode acontecer com o Brasil no futuro se a PEC55 não for aprovada #SimAPEC55 #FimDoFundoPartidário",1
"Querida , no quesito desgraça, como estamos na PEC55? Lindinho vc está ótimo, manda bala https://t.co/PBdmP1o1jm",1
"Querida , no quesito desgraça, como estamos na PEC55? Lindinho vc está ótimo, manda bala https://t.co/64MkpOYsw2",1
"RT @Mary__Magalhaes: Vagabundos que não tem o que fazer, não trabalham e atrapalham quem precisa trabalhar.  Vai ter PEC55 sim.  #AvanteTem…",1
"@purassih @bigodesdegata dia 13/12, quando o Senado for votar a Pec55, o AI5 faz 48 anos.",1
"RT @PTnoSenado: @gleisi sobre referendo: “O povo tem que se manifestar sobre quem vai pagar a conta desse ajuste fiscal (#PEC55)” https://t…",1
"Entrevista com professora de Economia da USP, Laura Carvalho. #PEC55 
https://t.co/yeKbwFlaex",1
"Professores da UFG acampam na Universidade em protesto contra a PEC do Teto https://t.co/DDl14qSLlE #PEC55 #UFG… https://t.co/JpILe2sdTs",1
"Ótimo, então nós sabemos que é possível sim fazer pressão no congresso através de manifestações contra a PEC55 https://t.co/vM8YBHs0mF",1
"RT @PTnaCamara: “Desigualdade é inveja”, diz economista guru de Temer para a PEC 241-55 https://t.co/9jHBSIuBAJ #PEC241 #PEC55 https://t.co…",1
"@andrelmachado @GuiomarVidor @bandrs 
Não a Pec241/ senado pec55.",1
"@Wagner_Xavier05 essa manifestação pouco tem a ver com lado partidário e sim pela PEC55 que visa cortar verbas pras escolas federais",1
"Vagabundos que não tem o que fazer, não trabalham e atrapalham quem precisa trabalhar.  Vai ter PEC55 sim.… https://t.co/AJzNkRgX5H",1
"Estudantes a Temer: Eles também sabem o que é a PEC 55

Entidades jurídicas, do MP e da Receita são contra a #PEC55… https://t.co/GHE9eaPSwk",1
"#Pec55 - Vídeo&gt; https://t.co/bynYEXKUXZ https://t.co/PIgFebYD7R",1
"#Pec55 - Vídeo&gt; https://t.co/bynYEXKUXZ https://t.co/ZKtBttuDhO",1
"#Pec55 - Vídeo&gt; https://t.co/bynYEXKUXZ https://t.co/asVdQDLCRD",1
"Os embustes dos spotniks: esclarecendo as falácias básicas da apologética da #PEC241 (#PEC55)  https://t.co/0eSfIivsHv",1
"RT @benjaminruiz: Sabem d orçamento, são contra a PEC55 mas não conseguem calcular a determinante de uma matriz transposta sem colar

Estud…",1
"Sabem d orçamento, são contra a PEC55 mas não conseguem calcular a determinante de uma matriz transposta sem colar

Estudantes a Temer",1
"RT @sandraselmadere: Veja o grupo de países que o Brasil pertencerá com a #PECdoFimDoMundo PEC55 https://t.co/4Ucj5u5Nbt",1
"Retweeted Rede Brasil Atual (@redebrasilatual):

NA RUA Resistência contra #PEC55 mobilizou 15 estados e DF... https://t.co/SUmr9BjBS5",1
"The latest  Diário Cida Fernandes ! https://t.co/YjsKPRpqjE Thanks to @SoFloridaTweets @rogerio_sinesio @Quimreis #cartacapital #pec55",1
"Com a aprovação da PEC55, não podemos deixar de reafirmar nossa indignação perante a classe média composta de...... https://t.co/ZvLmAbIMTi",1
"RT @AlexERodrigues: PEC dos gastos públicos não mexe com os \\"donos do poder\\" - https://t.co/Oom12Usoos #ForaTemer #TemerGolpista #PEC241/16…",1
"RT @_carmeloneto: O PT chama a #PEC55 de \\"PEC da Maldade\\". Ora, maldade fez o PT em provocar o desemprego de mais de 12 milhões de brasilei…",1
"Retweeted Yarus 13 (@Yarus13):

Estudantes a Temer #ForaTemer 

MP também sabe o que é a #PEC55 que corta... https://t.co/4W2nsxCKSu",1
"RT @Yarus13: Estudantes a Temer #ForaTemer 

MP também sabe o que é a #PEC55 que corta investimentos em educação, saúde, etc https://t.co/Z…",1
"Alguem me explica pq renan calheiros ainda ta no poder? pra tirar #PEC55 existe #Manifestacao agora pra tirar ele n existe
@epocanegocios",1
"Estudantes a Temer #ForaTemer 

MP também sabe o que é a #PEC55 que corta investimentos em educação, saúde, etc… https://t.co/nbNFdMxOH4",1
"Tai #PEC55 \\"Estudantes a Temer\\" leiam antes de criticar presidente https://t.co/Skkfwd7wcP",1
"OCUPA E RESISTE sim bjs #PECdoFimDoMundo #pec55",1
"RT @Beta22: CHEGA, VIROU ZONA! OU RUA, OU ESCRAVIDÃO. Temer distribuindo aumentos, festas,cartão corporativo, tem farra nos aviões FAB; e P…",1
"#ForaTemer e leve a #PEC55 com você

Estudantes a Temer: sabemos o que é PEC e vamos 'ocupar tudo'… https://t.co/0fbMDGNvPT",1
"RT @LemusteleSUR: \\"Esa es una más del gobierno golpista\\" cantan quienes repudian la enmienda #Pec55, otra medida neoliberal del gobierno de…",1
"RT @marcelocfrn: Ato contra a #PEC55 ontem em porto alegre. É pela educaçao. Bandeira do IF. https://t.co/BngZuhS0KC",1
"RT @marcelocfrn: Ato contra a #PEC55 ontem em porto alegre. É pela educaçao. Estudantes levam a bandeira da escola estadual alcides cunha.…",1
"NA MIRA Temer tenta criminalizar e sufocar movimento estudantil, diz @carinavitral, da @uneoficial #PEC55… https://t.co/BlE9pJ5LFk",1
"RT @sandraselmadere: Petroleiros dizendo não à entrega do nosso petróleo! Não a PEC55! Não aos 23.000.000! NÃO ao cheque de 1.000.000! @Jot…",1
"yesterday workers all over #Brazil joined #nationalstrike ag. austerity #PEC55 next #strike Nov 25th https://t.co/0fGieEnogF #CruzeOsBracos",1
"#megafone #pacotedemaldades #PEC55 #RJ

Matéria sobre o ato de ontem contra as medidas de austeridade do governo... https://t.co/PRv9v1zyqX",1
"Servidores públicos ainda não perceberam que com a PEC55 é lei de greve, fudeu! https://t.co/dpYh874eFc",1
"RT @msocorrofreitas: Aqui trabalhando e ouvindo a gritaria dos manifestantes com as palavras de ordem #ForaTemer #PEC55 #ReformaDaPrevidênc…",1
"Muito boa a fala do #Senador   Requião sobre a #PEC55 . É preciso  explicar às pessoas o impacto que isso terá sobr… https://t.co/ZhOqVM7vFU",1
"E ninguém vai fazer NADA?????!!! #PECdoFimDoMundo #PEC55 #AresDeDitadura https://t.co/ljpdhO9bcr",1
"RT @aanissimas: Apenas. 
#ocupatudo #foratemer #PEC241 #PECdoFimDoMundo #pec55 https://t.co/RgOkvUGmy6",1
"RT @thiagotxai: Mais de Serra Grande-Bahia. #pec55 \\"não somos otarios!\\" https://t.co/yFDxVRXkZf",1
"RT @ArmenterosTPR: #BRASIL 8 centrales sindicales d Brasil llevan a cabo hoy huelga general en rechazo a la #PEC241 y #PEC55. Con la consti…",1
"Ato contra a #PEC55 ontem em porto alegre. É pela educaçao. Estudantes levam a bandeira da escola estadual alcides… https://t.co/D9C3AeHo2h",1
"Ato contra a #PEC55 ontem em porto alegre. É pela educaçao. Bandeira do IF. https://t.co/BngZuhS0KC",1
"RT @samybotelho51_a: ACORDA ESTUDANTES IMBECIS - DIGAM SIM À \\"PEC55\\" https://t.co/weCHrLXB7k",1
"Universidade Católica, onde me formei, ocupada contra a PEC55 e… https://t.co/J2yWOp2xjs",1
"ACORDA ESTUDANTES IMBECIS - DIGAM SIM À \\"PEC55\\" https://t.co/weCHrLXB7k",1
"RT @AngelaMilanese: #ForaTemer: Kaigang indigenous people protest agst Temer, #PEC55 [Spending Cap Amendment] in Chapecó, Santa Catarina
ht…",1
"RT @AngelaMilanese: #ForaTemer, anti-austerity measures [Spending Cap Amendment - #PEC55] demonstration - São Paulo - #Brazil
https://t.co/…",1
"@msc101 eu tenho total conhecimento sobre as causas que apoio ou não, a PEC55 não melhora e sim, subtrai direitos. Ocupar e resistir sempre!",1
"Retweeted Rede Brasil Atual (@redebrasilatual):

NA RUA Resistência contra #PEC55 mobilizou 15 estados e DF... https://t.co/ruQsHYlTZk",1
"NA RUA Resistência contra #PEC55 mobilizou 15 estados e DF https://t.co/wnAdJRSQSQ https://t.co/G8bnv55tx2",1
"não existe ocupação estudantil sem festa ou protesto sem alegria. Roça Sound toca hoje na noite da @_UEFS ocupada contra a PEC55!",1
"RT @jornal_opopular: Centrais sindicais organizam protestos contra PEC do Teto proposta por Temer: https://t.co/xnv8xZYuZX #PEC55 #Manifest…",1
"RT @marcotulio78: @SenadoFederal Como o Impeachment foi bom p/ PT. Só agora estão preocupados c/ Educação (vide IDEB+Pat.Educad.+Contra FIE…",1
"Centrais sindicais organizam protestos contra PEC do Teto proposta por Temer: https://t.co/xnv8xZYuZX #PEC55… https://t.co/OsoJddELE5",1
"Maneira +rápida de enterrar #PEC55 é prender 300 políticos ladrões q receberam propina da Odebrecht, sem votos desses ladrões PEC55 ñ passa",1
"#PEC55 #Traduzida em #PoucasPalavras : https://t.co/RedklTnPeR",1
"Tive um pesadelo com a pec55 foi horrível <ed><U+00A0><U+00BD><ed><U+00B8><U+0096>",1
"Se for submetida à população através de referendo, a PEC55 não passará. https://t.co/29pJQ3rJcr",1
"#Lula recebeu propina da #Odebrecht em dinheiro vivo, diz revista https://t.co/IQ1T12r0CS  #lava jato #lulaNaCADEIA #PEC241 #PEC55",1
"A #PEC55 é uma #Prova disso: https://t.co/mk6peSV9Ga",1
"Janot vê em projetos no Congresso reação do \\"poder\\" contra a #LavaJato @UOL  https://t.co/GIQs4awurQ #Lula #PEC55 #ForaPT #lulaNaCADEIIA",1
"Deveria ter vergonha d receber o q recebe  e ainda apoiar PEC55.O judiciário estava contra ela,até ele ser retirado<ed><U+00A0><U+00BD><ed><U+00B9><U+0088> https://t.co/9VaIzabHHL",1
"O país explode em manifestações contra a #pec55 #pecdofimdomundo e não há uma linha sobre na capa da #Folha @folha_ombudsman ? #shame #falha",1
"As eternas perguntas que ficam sem respostas. Sobre a #PEC55, no Senado. Quem tem medo de plebiscito?
*Impagável... https://t.co/g58d9ffpKx",1
"@OGloboPolitica Vc tem um teto de gastos. O Governo também precisa ter. #PEC55 é um passo p/ enfrentar grave crise que o governo do PT criou",1
"RT @CassiaVF: #PEC55 em pais como BR é além de tudo o mais 1 das faces abjetas do machismo. Mulheres serão as maiores prejudicadas https://…",1
"#PEC55 Se vc em sua casa tem um teto de gastos, o Governo também precisa ter um. E cabe a nós a fiscalização da uti… https://t.co/Gd6kJ8wwYn",1
"#PEC55 em pais como BR é além de tudo o mais 1 das faces abjetas do machismo. Mulheres serão as maiores prejudicadas https://t.co/bzPDZT8YHG",1
"RT @sandraselmadere: Esclarecendo mais um pouco: o Brasil para e POVO BRASILEIRO vai às ruas e protesta contra a PEC55 #PECdaMorte https://…",1
"Esclarecendo mais um pouco: o Brasil para e POVO BRASILEIRO vai às ruas e protesta contra a PEC55 #PECdaMorte https://t.co/QYjJYz1U70",1
"Retweeted Turquim (@turquim5):

FALÁCIA Consultoria do Senado desmente justificativa para #PEC55. Dívida baixou... https://t.co/O97jzix9kw",1
"RT @PersonalEscrito: #Brazil: #PortoAlegre tonight. #PEC55 #PECdoFimDoMundo #ForaTemer Photos @canalfeminista https://t.co/KQfKtrtafm",1
"#PEC55 https://t.co/nEBQEd2Fw9",1
"Rural contra a PEC55! #OcuparEResistir",1
"RT @paulofloro: Na região do centro da cidade já são duas ocupações: a Faculdade de Direito e a Unicap. Todxs contra a PEC55 e o ministro d…",1
"Alguem sabe me informar qual é a diferenca entre estaas 2 manifestacaoes ja que as 2 sao pelo mesmo sentido #pec55… https://t.co/6lwkL0bg2A",1
"#Não_A_Pec55 #ManifestaçãoEmCajazeiras @ Cajazeiras https://t.co/9gI1SE5Y8D",1
"RT @TeresaOlinda13: Em Pernambuco trabalhadores de diversas categorias se mobilizam conta a #PEC55 conhecida como #PECdoFimDoMundo https://…",1
"RT @sara10milena: O dia q sair na Globo: \\"Jovens fazem multirão de limpeza e por isso Temer cancela a Pec55\\", eu mudo meu nome pra \\"Stallin…",1
"HOJE O ATO NA CANDELÁRIA FOI DEMAIS! AMEI! DESDE O COMEÇO ATÉ AS BOMBAS COM A PORRADARIA. FOI MUITO LINDO! QUARTA, CONTRA A PEC55 DE NOVO!",1
"Seis coisas para vocês saberem sobre o auxílio-reclusão. #SenadoFederal #Leis #PEC55 https://t.co/NW7IdEfDMy",1
"RT @soldadonofront: #PEC55 #NÃO : #FORATEMER https://t.co/WwcgAIFSzU",1
"a Av. Paulista receberá o Grande Ato contra a PEC55, pelo Fora Temer e em defesa das Liberdades Democráticas.… https://t.co/Oyxp93SMz0",1
"RT @Mavsampaio: MENTIRA CRIMINOSA
Recruta da #GloboGolpista diz correção p inflação é mesmo q crescimento dos gastos e q juros já p… ",1
"RT @visaoilimitada: Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas! https://t.co/eFyrrpvKcS https://t.co/vm3xoc2rhi",1
"RT @Caiado_2018: O PT é contrário a PEC55 da mesma maneira que foi  contra o Plano Real, lei de responsabilidade Fiscal e a constitu… ",1
"@Yghacci Dieese aponta impactos aterradores do PL 257 e da #PEC241 (#PEC55) para servidores e pop pobre https://t.co/Gaf86Dyz9B #trabalho",1
"@Yghacci #PEC241 (#PEC55) é gatilho para #reformadaprevidência https://t.co/uIXmaU6iKz #golpe",1
"@ptbrasil @ConversaAfiada @JornalGGN @j_livres @MidiaNINJA @dilmabr A Rede Globo não faz jornalismo. #PEC55 https://t.co/oWqfDXSWKm",1
"Petistas provocam uma GUERRA na PEC55, mas saem derrotados https://t.co/G2lr4tP7mh via @YouTube",1
"RT @blogdadilma13: @ptbrasil @ConversaAfiada @JornalGGN @j_livres @MidiaNINJA @dilmabr A Rede Globo não faz jornalismo. #PEC55 https://t.co…",1
"Dia 27/11 -véspera da votação- grande mobilização na Av.Paulista contra #PEC55 #ForaTemer via @LindbergFarias @gleisi @paulopaim @uneoficial",1
"RT @PTnaCamara: \"O Brasil não suporta 20 anos de despesas congeladas. Não se combate desemprego com recessão\", critica @erikakokay… ",1
"Audiência pública sobre a PEC241/PEC55 e a MP746 e da Escola sem Partido, chamada pela deputada @analuciavieira sendo realizada agora..",1
"Campanha por referendo sobre a #PEC55 (241) ganha força https://t.co/OFm5Zc0bHv #ForaTemer #PEC55 #PECdoFimDoMundo #PECdaMorte",1
"RT @ta_correia_: papai noel com roupa de frio, bota e neve; Temer no governo, Pec55 (...) tanta coisa que não faz sentido nesse brasil",1
"@MichelTemer Vdd, fala se em PEC 55, mas n se divulga o q ela defende. Poderiam em verbetes acessíveis a tds publicar o q é a Pec55.",1
"#Pec55 https://t.co/Hn9XQR1u1w",1
"RT @fatimalima8: #Pec55 https://t.co/Hn9XQR1u1w",1
"fim de papo https://t.co/xm2ly9auag",1
"§ https://t.co/DJSx3D6cGA",1
"Participe da campanha #ReferendoJá #PEC55 Entenda a proposta e divulgue —  https://t.co/juTL9hm7uy",1
"RT @villaverdeadao: Pacote d Sartori a semelhança da PEC55,  ñ é mero ajuste fiscal. Eles querem  transformar o Br e o RS num outro pro… ",1
"rindo pra não chorar https://t.co/GsVQyEYPmM",1
"rir pra não chorar mesmo https://t.co/zbVE1Y8sfH",1
"RT @jjaimebr: RT @PSDBcard Não deixe este vídeo morrer.\"certeza na frente e a história na mão\".
#PEC241 #PEC55 #PecDoFimDoMundo 
  https://…",1
"Esta sendo programada greve geral para 27/11, domingo, contra a PEC55 e Fora Temer. Na segunda começará a votação da PEC no Senado.",1
"Informando @andreoli69 antes de qualquer reforma diante #MP739 #PEC55 e #PEC241 necessário reforma política, portanto #ConselhodaRepublica..",1
"RT @AleAndradeIII: Informando @andreoli69 antes de qualquer reforma diante #MP739 #PEC55 e #PEC241 necessário reforma política, portanto #C…",1
"https://t.co/Xa0D53onig vamos continuar cobrando o voto dos Senadores Goianos contra a #PEC55 #PECFIMDOMUNDO",1
"RT @MarivoneProf: \" HOJE É DOMINGO......TEM  SOPA  PATRIOTA \" ...kk
&gt; #ForaTemer &lt; a reação continua.
#PECdaMaldade  PEC55 NÃOOOOOOO https:…",1
"olha que o #TemerGolpista vai proibir sopa com letrinhas kkk https://t.co/RHVTI4yDk4",1
"RT @arandacarvalho: olha que o #TemerGolpista vai proibir sopa com letrinhas kkk https://t.co/RHVTI4yDk4",1
"Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas! -&gt; https://t.co/ihTnrbX7iF https://t.co/DMZrPY9yHY",1
"RT @uneoficial: Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas! -&gt; https://t.co/ihTnrbX7iF https://t.co/DMZrPY9yHY",1
"#PEC55  #PEC241\"De nada adianta alocar no orçamento recursos acima do piso se a execução orçamentária e... https://t.co/UWEERvms5D",1
"RT @j_livres: Belém

Ato político cultural contra #Pec55 na Pça da República

Iniciativa professores, técnicos e alunos da UFPA… ",1
"Domingo, o ex-presidente José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas:… https://t.co/68zkY4SDaW",1
"RT @MidiaNINJA: Domingo, o ex-presidente José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas:… ",1
"MidiaNINJA: https://t.co/DHxTtBYG9I RT automático via IF",1
"não vou poder ir :( https://t.co/8Xld3nN7Ng",1
"Domingo, o ex-presidente José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas:… https://t.co/ukyYJcXUGi",1
"MidiaNINJA: Domingo, o ex-presidente José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades … https://t.co/ri7lEjPiMg",1
"Conhecendo o governo golpista e lei do estrangeiro, arrisca Mujica sair preso da Paulista. https://t.co/9DSeDf0H8G",1
"Mujica ❤❤❤ https://t.co/oIlJikWejm",1
"O golpe jurídico-parlamentar implanta uma nova ordem conservadora e dá marcha à ré em conquistas históricas no Bras… https://t.co/RBLfPsWheI",1
"Nesse domingo o ex-preside José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democrática… https://t.co/eFtkTv2b92",1
"RT @DrFernandoOrtiz: Domingo, o ex-presidente José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democráticas:… ",1
"Assista o #MomentoBrasil sobre os impactos da #PEC55 (antiga #PEC241) na saúde: https://t.co/lcLEEsZ6Wj",1
"RT @QueileSoares: Nesse domingo o ex-preside José Mujica vai participar do Ato Contra PEC55, Fora Temer, pelas Liberdades Democrática… ",1
"RT @fatimabezerra: (A) Nesse contexto de retrocessos, a educação é a política pública mais atacada, o alvo. O funcionamento dos IFs es… ",1
"SERIA MEU SONHO? https://t.co/MiwdQvgflI",1
"RT @lidicedamata: Bom dia. Semana começa c/vários debates sobre #PEC55. Ao vivo na TV @SenadoFederal debate sobre PEC55 x… ",1
"RT @Yghacci: @Yghacci Dieese aponta impactos aterradores do PL 257 e da #PEC241 (#PEC55) para servidores e pop pobre https://t.co/Gaf86Dyz9…",1
"Oposição vai a STF para impedir PEC do Teto dos Gastos https://t.co/mt0Wpdx7SJ via @sputnik_brasil",1
"Outro suspeito em terras uruguaias vem dar uma de santo aqui https://t.co/2PiIq665gp",1
"Awn que fofo. Isso que é político justo! ❤ https://t.co/3i6zf7LMfM",1
"É verdade??!!!???!!! AAAAAAAAAAAAAAAAAAA https://t.co/Tk5gLb0JTV",1
"RT @TVUFG: Assista o #MomentoBrasil sobre os impactos da #PEC55 (antiga #PEC241) na saúde: https://t.co/lcLEEsZ6Wj",1
"RT @JenSoares73: O #BANQUETE DA MORTE #DiaDaConscienciaNegra #ConscienciaNegra #racismo #zumbidospalmares #Zumbi #PECdaMaldade… ",1
"\"Oposição vai a STF para impedir PEC do Teto dos Gastos\" https://t.co/sc3F2QU9Os #mustread #feedly",1
"RT @PTnaCamara: \"DESIGUALDADE PARA MIM É INVEJA\" | Esse é o pensamento por trás da INTELLIGENTZIA brasileira que defende a #PEC241… ",1
"RT @PTnaCamara: Dep @LeoDoPT abre o seminário da Comissão de Fiscalização Financeira e Controle da Câmara sobre a tragédia que é a… ",1
